쇼박스	4510	086980
동우팜투테이블	3360	088910
THE E&M	1205	089230
에이티세미콘	1005	089530
광진윈텍	4880	090150
덕신하우징	1635	090410
휴림로봇	1475	090710
나노캠텍	2010	091970
현우산업	4980	092300
앤씨앤	4620	092600
풍강	4235	093380
다믈멀티미디어	3400	093640
갤럭시아머니트리	4020	094480
코닉글로리	2495	094860
제이엠티	3035	094970
웨이브일렉트로	4930	095270
미래나노텍	3745	095500
에스코넥	2055	096630
멜파스	1725	096640
에스맥	1710	097780
윈팩	2115	097800
에스티오	2545	098660
SDN	3730	099220
동방선기	3090	099410
스맥	1905	099440
ITX-AI	2310	099520
상상인인더스트리	919	101000
모베이스	4270	101330
아이엠	812	101390
조이맥스	2700	101730
대성파인텍	2705	104040
티케이케미칼	2785	104480
파인테크닉스	4760	106240
디지탈옵틱	1070	106520
셀바스AI	2730	108860
에스와이	4010	109610
에이프로젠 H&G	723	109960
삼본전자	1330	111870
디젠스	715	113810
크루셜텍	1390	114120
우노앤컴퍼니	4220	114630
씨유메디칼	2410	115480
이미지스	2450	115610
포메탈	4605	119500
코이즈	2285	121850
아이에이네트웍스	1720	123010
코리아에프티	3280	123410
한일진공	1105	123840
코프라	4660	126600
화신정공	2000	126640
뉴로스	4975	126870
아시아경제	2170	127710
에코캡	3330	128540
피제이메탈	2440	128660
티피씨글로벌	4300	130740
시큐브	1565	131090
스카이이앤엠	1880	131100
파인텍	1605	131760
메가엠디	3715	133750
하림	2935	136480
넥스트아이	1535	137940
데일리블록체인	1040	139050
서플러스글로벌	3355	140070
대창스틸	2705	140520
맥스로텍	1450	141070
영우디에스피	2180	143540
인트로메딕	3105	150840
나노스	3380	151910
우리이앤엘	1465	153490
솔루에타	4740	154040
THE MIDONG	2150	161570
장원테크	1340	174880
베셀	4230	177350
유테크	3370	178780
엠아이텍	4685	179290
큐브엔터	3610	182360
테라셈	2450	182690
SGA솔루션즈	1045	184230
나노	1475	187790
흥국에프엔비	2040	189980
케이사인	1600	192250
와이제이엠게임즈	1570	193250
에이비프로바이오	1535	195990
웹스	1850	196700
고려시멘트	3165	198440
드림시큐리티	3890	203650
프로스테믹스	4210	203690
글로벌텍스프리	3245	204620
스튜디오산타클로스	2060	204630
지엘팜텍	1295	204840
엑셈	4410	205100
액션스퀘어	1580	205500
정다운	3360	208140
셀바스헬스케어	2530	208370
썸에이지	1415	208640
바이오로그디바이스	1620	208710
퓨쳐스트림네트웍스	1035	214270
세미콘라이트	1190	214310
디알텍	1410	214680
이디티	735	215090
로보로보	4790	215100
토박스코리아	1170	215480
이노인스트루먼트	2120	215790
러셀	2830	217500
켐온	4015	217600
디딤	2080	217620
미래생명자원	3610	218150
MP한강	1400	219550
해마로푸드서비스	3620	220630
쎄노텍	2205	222420
마이더스AI	645	222810
케이엠제약	2945	225430
패션플랫폼	1360	225590
본느	2780	226340
이엑스티	2800	226360
오스테오닉	3715	226400
한송네오텍	1750	226440
엔투텍	3535	227950
동양파일	3600	228340
에이트원	4660	230980
에스트래픽	4815	234300
나무기술	3075	242040
TS인베스트먼트	3700	246690
모비스	2510	250060
예선테크	2430	250930
세화피앤씨	3845	252500
네오셈	4140	253590
자비스	2720	254120
SG	2180	255220
포인트엔지니어링	3140	256630
한국비엔씨	4380	256840
소프트캠프	3510	258790
덴티스	1735	261200
상신전자	4885	263810
나인테크	4870	267320
시스웍	1990	269620
지엔원에너지	2485	270520
와이즈버즈	1830	273060
인산가	1900	277410
레이크머티리얼즈	2740	281740
카이노스메드	4300	284620
유안타제3호스팩	4045	287410
네오펙트	3245	290660
서남	3590	294630
알로이스	3365	297570
지니틱스	2570	303030
네온테크	3030	306620
아이엘사이언스	3085	307180
교보8호스팩	4215	307280
애니플러스	1510	310200
엔에이치스팩13호	2475	310840
TS트릴리온	2550	317240
윈텍	3040	320000
코퍼스코리아	2190	322780
비올	2435	335890
크리스탈신소재	1720	900250
글로벌에스엠	589	900070
